,India,Paraguay,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Belize,Cameroon,Nepal,Malaysia,Grenada,Dominican Republic,Philippines,Brazil,Australia & New Zealand,Cook Islands,Ethiopia,Indonesia,Maldives,Puerto Rico,Pakistan,Zimbabwe,Bangladesh,Venezuela (Bolivarian Republic of),Melanesia,Guadeloupe,Yemen,Guyana,Democratic Republic of the Congo,Bahamas,United States of America,Iran (Islamic Republic of),Guatemala,Nigeria,French Guiana,Argentina,Haiti,Costa Rica,Cuba,El Salvador,Dominica,Fiji,Rwanda,Morocco,Congo,Mexico,Ecuador,Honduras,Panama,Israel,Réunion,China,Suriname,Tunisia,Côte d'Ivoire,Colombia,Jamaica,Trinidad and Tobago,Chile,Guinea-Bissau,Polynesia,South Africa,Samoa,Australia,Singapore,Thailand,Ghana,"China, mainland",Oman,Mali,Timor-Leste
1997,1618490.0,9904.0,65844.0,21930.0,145076.0,144163.0,44000.0,3672.0,9.0,25000.0,51000.0,-1.0,108970.0,110112.0,1301367.0,6108.0,2000.0,-1.0,360503.0,-1.0,1905.0,8600.0,33.0,38920.0,87117.0,1745.0,55.0,61396.0,-1.0,225719.0,-1.0,17240.0,88.0,18400.0,675000.0,314.0,1901.0,91.0,56000.0,32264.0,25000.0,-1.0,1745.0,-1.0,150.0,2200.0,594134.0,69159.0,600.0,6320.0,177.0,444.0,154356.0,240.0,56.0,3719.0,89116.0,13445.0,250.0,6500.0,1094.0,5600.0,22735.0,3600.0,6108.0,-1.0,290000.0,1450.0,10193.0,2000.0,26569.0,1180.0
1998,1582270.0,10000.0,65605.0,21980.0,165635.0,116728.0,45000.0,4700.0,11.0,24500.0,53000.0,-1.0,78833.0,107096.0,1378143.0,5394.0,2300.0,8500.0,489948.0,-1.0,4247.0,9125.0,30.0,40935.0,97455.0,2072.0,47.0,62517.0,-1.0,227344.0,-1.0,18140.0,102.0,22770.0,751000.0,389.0,2005.0,91.0,15764.0,67911.0,27500.0,-1.0,2072.0,-1.0,149.0,2300.0,575558.0,68114.0,586.0,6598.0,177.0,453.0,130651.0,250.0,57.0,3815.0,104699.0,13700.0,250.0,6407.0,1200.0,5900.0,23208.0,3600.0,5394.0,-1.0,305000.0,1478.0,13923.0,1900.0,27278.0,539.0
1999,1666470.0,10898.0,62780.0,22500.0,170873.0,158943.0,46000.0,2115.0,12.0,26000.0,56000.0,-1.0,83736.0,112862.0,1402142.0,7058.0,908.0,12500.0,450009.0,-1.0,3200.0,8425.0,40.0,40000.0,98948.0,1748.0,47.0,66943.0,200.0,220000.0,-1.0,19232.0,100.0,23813.0,748000.0,389.0,2100.0,91.0,33195.0,61300.0,30000.0,-1.0,1748.0,-1.0,156.0,2400.0,569230.0,111870.0,600.0,6889.0,177.0,463.0,175155.0,250.0,58.0,3897.0,115376.0,10037.0,500.0,6434.0,1306.0,4408.0,23550.0,3500.0,7058.0,-1.0,330000.0,1530.0,16212.0,2000.0,28000.0,90.0
2000,1796960.0,12000.0,63410.0,22700.0,159622.0,138601.0,31000.0,5737.0,15.0,25500.0,60000.0,-1.0,176708.0,121304.0,1439712.0,4350.0,1005.0,15000.0,429207.0,-1.0,3392.0,8500.0,30.0,41000.0,114234.0,1602.0,46.0,67979.0,200.0,213000.0,-1.0,24766.0,104.0,24040.0,742245.0,406.0,2096.0,92.0,28786.0,95503.0,32500.0,70.0,1602.0,1000.0,160.0,2500.0,672376.0,86099.0,1000.0,7193.0,184.0,472.0,154222.0,260.0,58.0,3981.0,112627.0,8248.0,500.0,6600.0,1436.0,4605.0,19516.0,3600.0,4350.0,-1.0,366828.0,1600.0,15621.0,2670.0,28182.0,300.0
2001,2590400.0,10000.0,77822.0,22700.0,158910.0,142207.0,35000.0,5588.0,18.0,28000.0,65000.0,-1.0,318332.0,127787.0,1489324.0,9622.0,900.0,18296.0,500571.0,-1.0,3606.0,9125.0,33.0,44000.0,130204.0,1634.0,45.0,70740.0,250.0,206222.0,-1.0,24948.0,108.0,39000.0,745416.0,411.0,2115.0,94.0,27239.0,135128.0,35000.0,70.0,1634.0,1500.0,160.0,2600.0,873457.0,91078.0,1300.0,6229.0,145.0,482.0,159207.0,260.0,59.0,4084.0,110764.0,8637.0,500.0,6800.0,1531.0,4571.0,22202.0,3671.0,9622.0,-1.0,290854.0,1894.0,17000.0,2360.0,28477.0,500.0
2002,2147200.0,10366.0,81811.0,22730.0,172669.0,144572.0,40000.0,10811.0,20.0,27000.0,70000.0,-1.0,341572.0,127680.0,1597700.0,11314.0,969.0,15000.0,605194.0,-1.0,3915.0,9255.0,32.0,48000.0,152738.0,1289.0,44.0,72305.0,250.0,210305.0,-1.0,20865.0,198.0,41000.0,755000.0,390.0,2200.0,95.0,26458.0,107240.0,40000.0,70.0,1289.0,2000.0,164.0,2700.0,876150.0,79793.0,1615.0,6409.0,143.0,491.0,162572.0,270.0,60.0,4170.0,86912.0,9333.0,500.0,6100.0,1700.0,4692.0,15449.0,3723.0,11314.0,-1.0,351693.0,2226.0,18000.0,2515.0,29000.0,700.0
2003,1692100.0,10500.0,86491.0,22732.0,189793.0,144559.0,43000.0,13356.0,25.0,29500.0,78000.0,-1.0,316223.0,130764.0,1714590.0,8976.0,875.0,13204.0,626745.0,-1.0,1600.0,8500.0,34.0,47505.0,148030.0,2177.0,43.0,73751.0,300.0,212180.0,-1.0,19323.0,259.0,42000.0,750893.0,457.0,2133.0,96.0,31125.0,120100.0,53413.0,70.0,2177.0,3000.0,170.0,2875.0,955694.0,63220.0,1851.0,6590.0,180.0,501.0,164559.0,270.0,61.0,4257.0,91608.0,9646.0,500.0,5200.0,1724.0,4550.0,12648.0,3675.0,8976.0,-1.0,309003.0,2400.0,20000.0,2515.0,29523.0,900.0
2004,2535100.0,10160.0,86000.0,18000.0,193923.0,133620.0,41616.0,27727.0,27.0,29359.0,70000.0,-1.0,243153.0,133876.0,1612348.0,5027.0,650.0,15089.0,732611.0,1351.0,7615.0,9707.0,31.0,50615.0,131753.0,1582.0,43.0,20735.0,300.0,214070.0,-1.0,16239.0,459.0,43000.0,751285.0,475.0,2144.0,97.0,33815.0,119000.0,60470.0,70.0,1582.0,4000.0,169.0,2933.0,787663.0,36505.0,2088.0,6779.0,210.0,538.0,157620.0,280.0,62.0,4790.0,103870.0,7618.0,500.0,4300.0,1820.0,4277.0,14223.0,3627.0,5027.0,-1.0,277923.0,2500.0,24000.0,2900.0,29872.0,1100.0
2005,2139300.0,10220.0,87000.0,12000.0,171055.0,88475.0,41434.0,28700.0,28.0,29445.0,65000.0,-1.0,340121.0,146628.0,1573819.0,5648.0,782.0,71093.0,548657.0,435.0,6477.0,9604.0,30.0,240000.0,118063.0,1871.0,42.0,20588.0,350.0,215980.0,-1.0,14920.0,783.0,44000.0,755500.0,470.0,2139.0,97.0,35565.0,91797.0,63456.0,80.0,1871.0,5000.0,170.0,2900.0,709477.0,42796.0,2324.0,6972.0,190.0,551.0,118475.0,280.0,63.0,5398.0,140346.0,8844.0,500.0,3800.0,1917.0,4449.0,15274.0,3667.0,5648.0,-1.0,30961.0,3575.0,30000.0,1371.0,29475.0,1300.0
2006,2482100.0,10481.0,86000.0,9000.0,175428.0,129283.0,41000.0,34500.0,30.0,29586.0,60000.0,-1.0,293135.0,157120.0,1897639.0,6456.0,795.0,73569.0,643451.0,1226.0,5921.0,8824.0,34.0,105245.0,151353.0,2768.0,41.0,21873.0,350.0,217900.0,-1.0,12840.0,800.0,45000.0,759000.0,394.0,2150.0,98.0,31090.0,90309.0,67264.0,80.0,2768.0,6000.0,170.0,3000.0,798589.0,43000.0,2600.0,7377.0,194.0,564.0,151283.0,290.0,63.0,6673.0,164606.0,11300.0,500.0,3500.0,1800.0,4495.0,14297.0,3700.0,6456.0,-1.0,134443.0,3800.0,22000.0,1437.0,28270.0,1500.0
2007,2909000.0,10600.0,90826.0,7502.0,157771.0,92914.0,41501.0,33731.0,31.0,29672.0,36937.0,-1.0,430475.0,164234.0,1811535.0,1066.0,800.0,57274.0,621524.0,529.0,6600.0,7986.0,30.0,95785.0,132013.0,9091.0,40.0,23404.0,400.0,219840.0,-1.0,15150.0,905.0,46667.0,765000.0,771.0,2300.0,98.0,41042.0,89700.0,65295.0,80.0,9091.0,7000.0,170.0,2900.0,919425.0,43100.0,5818.0,7588.0,200.0,577.0,117914.0,290.0,64.0,9421.0,223945.0,9201.0,500.0,3200.0,2200.0,4600.0,15447.0,3800.0,1066.0,-1.0,195377.0,4100.0,25000.0,1903.0,30788.0,1700.0
2008,3629000.0,10938.0,88000.0,7643.0,167387.0,94359.0,41715.0,27518.0,33.0,29742.0,45993.0,-1.0,259047.0,182907.0,1890286.0,3500.0,763.0,44004.0,717899.0,993.0,6500.0,9325.0,30.0,103609.0,128020.0,7265.0,40.0,24481.0,400.0,221800.0,-1.0,15240.0,1059.0,47111.0,750000.0,600.0,2203.0,99.0,67200.0,89400.0,71172.0,80.0,7265.0,7653.0,170.0,3000.0,652934.0,38740.0,5800.0,7805.0,223.0,590.0,120359.0,300.0,65.0,9690.0,207698.0,7156.0,500.0,3163.0,2300.0,4563.0,15667.0,3800.0,3500.0,-1.0,201099.0,4000.0,26000.0,1900.0,31000.0,1963.0
2009,3913500.0,11660.0,71254.0,7521.0,173941.0,82878.0,42000.0,25145.0,34.0,30227.0,45812.0,-1.0,681325.0,176656.0,1792594.0,7069.0,714.0,43658.0,772844.0,1228.0,6600.0,8732.0,38.0,129559.0,130000.0,2446.0,39.0,25117.0,450.0,223777.0,-1.0,14290.0,1206.0,47347.0,754330.0,617.0,2179.0,99.0,64160.0,95700.0,71226.0,80.0,2446.0,5828.0,170.0,3100.0,707347.0,40000.0,5627.0,8028.0,253.0,603.0,110878.0,300.0,66.0,9967.0,185902.0,10671.0,500.0,3167.0,2367.0,4564.0,14139.0,3850.0,7069.0,-1.0,206762.0,4200.0,28000.0,1913.0,29545.0,1963.0
2010,4196000.0,11463.0,98144.0,7771.0,186806.0,129322.0,44000.0,30255.0,35.0,31060.0,44704.0,-1.0,908462.0,165981.0,1871961.0,6900.0,590.0,40245.0,675801.0,1089.0,7000.0,7932.0,49.0,112770.0,162822.0,2190.0,30.0,25646.0,450.0,225772.0,539.0,13653.0,1325.0,52320.0,750000.0,630.0,2160.0,100.0,64800.0,135707.0,16245.0,80.0,2190.0,6134.0,170.0,3250.0,616215.0,41500.0,5309.0,8258.0,255.0,616.0,158929.0,346.0,67.0,11626.0,157620.0,5314.0,500.0,3120.0,2482.0,4248.0,12076.0,3658.0,6900.0,-1.0,211594.0,4500.0,29607.0,1913.0,32356.0,1978.0
2011,4457100.0,11552.0,101345.0,8000.0,125813.0,151183.0,42958.0,33334.0,36.0,24702.0,43640.0,-1.0,497916.0,157907.0,1854343.0,6534.0,570.0,42573.0,958251.0,1374.0,8600.0,7708.0,49.0,124764.0,171620.0,3065.0,38.0,25583.0,525.0,227785.0,540.0,12973.0,1377.0,56373.0,760000.0,645.0,2140.0,100.0,60800.0,135000.0,12500.0,80.0,3065.0,6184.0,170.0,3300.0,634369.0,39000.0,5893.0,7200.0,55.0,629.0,182668.0,262.0,67.0,11050.0,153120.0,5846.0,959.0,3083.0,2601.0,4117.0,13312.0,3547.0,6534.0,-1.0,205396.0,4800.0,31485.0,1736.0,33000.0,2021.0
2012,5382000.0,12000.0,133515.0,8178.0,123834.0,132763.0,45000.0,16473.0,38.0,30695.0,35634.0,-1.0,520829.0,164913.0,1517696.0,6600.0,600.0,38694.0,906312.0,467.0,8700.0,6861.0,45.0,119645.0,177915.0,2971.0,43.0,26064.0,521.0,224955.0,540.0,12114.0,1400.0,61448.0,775000.0,665.0,2000.0,100.0,80000.0,178558.0,8800.0,81.0,2971.0,6000.0,170.0,3500.0,712917.0,40000.0,6304.0,7302.0,73.0,715.0,165396.0,264.0,68.0,12363.0,143740.0,6455.0,1027.0,3000.0,2800.0,4000.0,12713.0,3400.0,6600.0,-1.0,206475.0,5000.0,32633.0,1806.0,35000.0,2285.0
2013,5544000.0,11581.0,132610.0,8182.0,149776.0,118822.0,43215.0,21766.0,39.0,29761.0,31748.0,-1.0,531601.0,166336.0,1582638.0,6500.0,605.0,31588.0,909827.0,307.0,8850.0,6932.0,45.0,125000.0,184580.0,2777.0,43.0,25752.0,525.0,218753.0,545.0,10977.0,1450.0,60187.0,800000.0,684.0,2147.0,100.0,80200.0,197842.0,5131.0,82.0,2777.0,6557.0,170.0,3621.0,764514.0,42000.0,6715.0,7406.0,69.0,655.0,152736.0,660.0,69.0,13027.0,167549.0,8382.0,1080.0,3050.0,2844.0,3959.0,14875.0,3354.0,6500.0,-1.0,169732.0,5348.0,33914.0,1963.0,43690.0,2515.0
2014,5639300.0,11252.0,125141.0,8337.0,148280.0,115780.0,42410.0,27690.0,40.0,24818.0,55358.0,-1.0,704786.0,172628.0,1603351.0,6097.0,615.0,40435.0,840121.0,300.0,9000.0,6898.0,43.0,131000.0,165102.0,5796.0,43.0,26121.0,562.0,220483.0,552.0,10705.0,1500.0,62020.0,850000.0,703.0,2158.0,100.0,90000.0,139531.0,7120.0,82.0,5796.0,6558.0,172.0,3591.0,836370.0,45000.0,7125.0,7511.0,45.0,602.0,150974.0,811.0,70.0,14028.0,155290.0,9102.0,1799.0,2933.0,2973.0,4086.0,14602.0,3471.0,6097.0,-1.0,157571.0,5561.0,35194.0,1980.0,59754.0,2669.0
